Date,Open,High,Low,Close,Adj Close,Volume
2023-03-23,60600.0,62300.0,60600.0,62300.0,59733.62109375,15381057
2023-03-24,62700.0,63300.0,62300.0,63000.0,60404.78515625,18278602
2023-03-27,62600.0,62800.0,62000.0,62100.0,59541.85546875,11039331
2023-03-28,62400.0,62900.0,62100.0,62900.0,60308.8984375,11614118
2023-03-29,62500.0,62700.0,62200.0,62700.0,60117.13671875,11216008
2023-03-30,63700.0,63700.0,63100.0,63200.0,60947.45703125,15684377
2023-03-31,64000.0,64000.0,63700.0,64000.0,61718.94140625,14094479
2023-04-03,64000.0,64000.0,63000.0,63100.0,60851.015625,11973133
2023-04-04,63400.0,63800.0,62800.0,63600.0,61333.19921875,11120514
2023-04-05,63700.0,64000.0,63400.0,63900.0,61622.5,9176149
2023-04-06,63500.0,63600.0,62300.0,62300.0,60079.52734375,14992747
2023-04-07,63800.0,65200.0,63800.0,65000.0,62683.296875,27476120
2023-04-10,64800.0,66300.0,64700.0,65700.0,63358.34765625,18777166
2023-04-11,66200.0,66200.0,65400.0,65900.0,63551.22265625,16323183
2023-04-12,65800.0,66200.0,65300.0,66000.0,63647.66015625,15021313
2023-04-13,65600.0,66100.0,65400.0,66100.0,63744.08984375,15091022
2023-04-14,66600.0,66600.0,65000.0,65100.0,62779.73046875,16176490
2023-04-17,65000.0,65600.0,64700.0,65300.0,62972.6015625,13486618
2023-04-18,65900.0,66000.0,64800.0,65600.0,63261.9140625,14802060
2023-04-19,65500.0,65800.0,65300.0,65500.0,63165.4765625,10255985
2023-04-20,65100.0,65300.0,64600.0,65300.0,62972.6015625,9501169
2023-04-21,65800.0,65900.0,65400.0,65700.0,63358.34765625,10538622
2023-04-24,65300.0,65700.0,64800.0,65200.0,62876.16796875,12986581
2023-04-25,65300.0,65400.0,63400.0,63600.0,61333.19921875,16193271
2023-04-26,63600.0,64300.0,63300.0,64100.0,61815.37109375,12664541
2023-04-27,64100.0,65000.0,63300.0,64600.0,62297.5546875,14779601
2023-04-28,65200.0,65900.0,65000.0,65500.0,63165.4765625,19699481
2023-05-02,66000.0,66300.0,65100.0,65700.0,63358.34765625,14396948
2023-05-03,65100.0,65600.0,64900.0,65400.0,63069.04296875,8876749
2023-05-04,65600.0,65700.0,64700.0,65100.0,62779.73046875,9791064
2023-05-08,66300.0,66300.0,65400.0,65900.0,63551.22265625,9405365
2023-05-09,65800.0,65800.0,65100.0,65300.0,62972.6015625,9366861
2023-05-10,65500.0,65500.0,64300.0,64600.0,62297.5546875,13057727
2023-05-11,64700.0,65100.0,64200.0,64200.0,61911.8125,11648905
2023-05-12,63700.0,64600.0,63600.0,64100.0,61815.37109375,8693913
2023-05-15,64100.0,64600.0,63900.0,64500.0,62201.11328125,8172021
2023-05-16,65800.0,65900.0,65300.0,65400.0,63069.04296875,12334657
2023-05-17,65900.0,65900.0,64800.0,65000.0,62683.296875,10745504
2023-05-18,66000.0,66200.0,65700.0,66200.0,63840.5234375,14431704
2023-05-19,67800.0,68400.0,67500.0,68400.0,65962.125,20349345
2023-05-22,68400.0,69000.0,68000.0,68500.0,66058.5546875,14470308
2023-05-23,68500.0,68700.0,68100.0,68400.0,65962.125,8561643
2023-05-24,68100.0,68700.0,68000.0,68500.0,66058.5546875,8192896
2023-05-25,69900.0,70000.0,68700.0,68800.0,66347.8671875,14231160
2023-05-26,69800.0,70400.0,69500.0,70300.0,67794.390625,19549511
2023-05-30,71300.0,72300.0,71200.0,72300.0,69723.1171875,27476897
2023-05-31,72400.0,72500.0,71000.0,71400.0,68855.1875,25666087
2023-06-01,70900.0,71600.0,70600.0,70900.0,68373.0078125,14669296
2023-06-02,71700.0,72200.0,71600.0,72200.0,69626.6796875,12161798
2023-06-05,72700.0,72700.0,71400.0,71700.0,69144.4921875,12686829
2023-06-07,71300.0,71600.0,70800.0,71000.0,68469.4453125,14796613
2023-06-08,70400.0,70900.0,70000.0,70900.0,68373.0078125,19165568
2023-06-09,71100.0,72300.0,70800.0,72000.0,69433.8046875,15050209
2023-06-12,72100.0,72400.0,70800.0,71000.0,68469.4453125,12064287
2023-06-13,71700.0,72200.0,71600.0,72000.0,69433.8046875,13227285
2023-06-14,72100.0,72200.0,71100.0,71900.0,69337.375,12541046
2023-06-15,72100.0,72300.0,71300.0,71500.0,68951.640625,13614994
2023-06-16,71800.0,71900.0,70900.0,71800.0,69240.9375,15373696
2023-06-19,71300.0,71700.0,70900.0,71200.0,68662.3125,11100887
2023-06-20,70700.0,71400.0,70400.0,71400.0,68855.1875,11557883
2023-06-21,70700.0,71200.0,70400.0,70500.0,67987.2578125,10626603
2023-06-22,70200.0,71500.0,70100.0,71300.0,68758.7578125,11411007
2023-06-23,72000.0,72200.0,71600.0,71600.0,69048.0625,12329484
2023-06-26,71700.0,72500.0,71500.0,72400.0,69819.5546875,10541901
2023-06-27,72500.0,72600.0,72000.0,72600.0,70012.421875,9442997
2023-06-28,72600.0,72700.0,72000.0,72700.0,70108.859375,8783093
2023-06-29,73100.0,73400.0,72400.0,72400.0,70167.96875,12229967
2023-06-30,72500.0,72700.0,71700.0,72200.0,69974.1484375,11694765
2023-07-03,72700.0,73200.0,72600.0,73000.0,70749.484375,10722181
2023-07-04,73400.0,73600.0,72900.0,73000.0,70749.484375,10214350
2023-07-05,73000.0,73300.0,71900.0,72000.0,69780.3125,12310610
2023-07-06,71900.0,72400.0,71500.0,71600.0,69392.6328125,14777667
2023-07-07,71100.0,71400.0,69800.0,69900.0,67745.0546875,17308877
2023-07-10,70000.0,70400.0,69200.0,69500.0,67357.3828125,11713926
2023-07-11,70200.0,71500.0,70100.0,71500.0,69295.71875,12177392
2023-07-12,71200.0,72000.0,71100.0,71900.0,69683.390625,10375581
2023-07-13,72400.0,72600.0,71900.0,71900.0,69683.390625,14417279
2023-07-14,72500.0,73400.0,72400.0,73400.0,71137.1484375,15882519
2023-07-17,73200.0,73500.0,72800.0,73300.0,71040.234375,10060049
2023-07-18,73200.0,73500.0,72000.0,72000.0,69780.3125,11697900
2023-07-19,72700.0,72800.0,71300.0,71700.0,69489.5625,10896412
2023-07-20,71100.0,71500.0,70800.0,71000.0,68811.140625,9732730
2023-07-21,70400.0,70400.0,69400.0,70300.0,68132.71875,16528926
2023-07-24,70100.0,70900.0,69900.0,70400.0,68229.625,13418597
2023-07-25,70000.0,70500.0,69800.0,70000.0,67841.96875,14314945
2023-07-26,69800.0,70600.0,68100.0,69800.0,67648.140625,30016221
2023-07-27,69900.0,71700.0,69300.0,71700.0,69489.5625,24261179
2023-07-28,71800.0,72400.0,70100.0,70600.0,68423.46875,19420683
2023-07-31,70900.0,71000.0,69800.0,69800.0,67648.140625,13035420
2023-08-01,70100.0,71200.0,70000.0,71100.0,68908.0546875,12299254
2023-08-02,70700.0,71000.0,69800.0,69900.0,67745.0546875,13835020
2023-08-03,69900.0,70200.0,68500.0,68800.0,66678.9609375,20087090
2023-08-04,68800.0,69100.0,68200.0,68300.0,66194.3828125,12360193
2023-08-07,67700.0,69200.0,67600.0,68500.0,66388.203125,10968505
2023-08-08,69000.0,69100.0,67400.0,67600.0,65515.9453125,14664709
2023-08-09,68000.0,69600.0,67900.0,68900.0,66775.8828125,17259673
2023-08-10,68300.0,68500.0,67800.0,68000.0,65903.6171875,10227311
2023-08-11,68400.0,68800.0,67500.0,67500.0,65419.02734375,9781038
2023-08-14,67500.0,67900.0,66900.0,67300.0,65225.20703125,9352343
2023-08-16,66700.0,67100.0,66300.0,67000.0,64934.453125,13174578
2023-08-17,66300.0,66800.0,66000.0,66700.0,64643.69921875,10778652
2023-08-18,66000.0,66700.0,65800.0,66300.0,64256.03125,11745006
2023-08-21,66600.0,67100.0,66300.0,66600.0,64546.78125,9720067
2023-08-22,67200.0,67700.0,66300.0,66600.0,64546.78125,10500242
2023-08-23,66700.0,67100.0,66400.0,67100.0,65031.375,9549352
2023-08-24,68300.0,68700.0,67900.0,68200.0,66097.4609375,15044463
2023-08-25,67100.0,67400.0,66900.0,67100.0,65031.375,7032462
2023-08-28,66800.0,67000.0,66500.0,66800.0,64740.6171875,5824628
2023-08-29,66900.0,67200.0,66600.0,66800.0,64740.6171875,9114352
2023-08-30,67300.0,67700.0,67100.0,67100.0,65031.375,9181223
2023-08-31,67100.0,67200.0,66400.0,66900.0,64837.53515625,15964630
2023-09-01,66800.0,71000.0,66700.0,71000.0,68811.140625,29738235
2023-09-04,72900.0,72900.0,70700.0,71200.0,69004.96875,26286495
2023-09-05,70900.0,71500.0,70200.0,70700.0,68520.3828125,12330239
2023-09-06,70700.0,70800.0,69700.0,70000.0,67841.96875,11414620
2023-09-07,70000.0,70600.0,69600.0,70400.0,68229.625,13741241
2023-09-08,70200.0,70300.0,69600.0,70300.0,68132.71875,10688118
2023-09-11,70400.0,70800.0,70000.0,70800.0,68617.3046875,11785462
2023-09-12,70800.0,71000.0,70400.0,70500.0,68326.546875,11688599
2023-09-13,71100.0,71600.0,70300.0,70900.0,68714.21875,15955797
2023-09-14,71200.0,71800.0,70800.0,71700.0,69489.5625,21041407
2023-09-15,71700.0,72300.0,71400.0,72000.0,69780.3125,17823512
2023-09-18,71300.0,71700.0,70200.0,70200.0,68035.8046875,16040727
2023-09-19,70400.0,70800.0,69600.0,69800.0,67648.140625,11820188
2023-09-20,70000.0,70300.0,69500.0,69600.0,67454.3046875,10873015
2023-09-21,69200.0,69800.0,68800.0,68900.0,66775.8828125,10796336
2023-09-22,68300.0,68900.0,68300.0,68800.0,66678.9609375,9897840
2023-09-25,68500.0,69700.0,68500.0,69400.0,67260.46875,13582516
2023-09-26,70000.0,70000.0,68400.0,68600.0,66832.7734375,13143470
2023-09-27,68600.0,69100.0,68200.0,68400.0,66637.921875,14886491
2023-10-04,67400.0,67700.0,66700.0,67500.0,65761.1015625,23361149
2023-10-05,67300.0,67400.0,66700.0,66700.0,64981.72265625,16108313
2023-10-06,67100.0,67300.0,66000.0,66000.0,64299.7578125,14386527
2023-10-10,66200.0,67600.0,66200.0,66400.0,64689.44921875,19889202
2023-10-11,68600.0,69400.0,67900.0,68200.0,66443.078125,25209349
2023-10-12,68600.0,69700.0,68200.0,68900.0,67125.046875,19311380
2023-10-13,68000.0,68500.0,67700.0,68000.0,66248.2265625,9724086
2023-10-16,67900.0,68500.0,66800.0,67300.0,65566.265625,12599299
2023-10-17,67700.0,69900.0,67400.0,69400.0,67612.15625,17299253
2023-10-18,68900.0,70500.0,68800.0,70500.0,68683.8203125,16493184
2023-10-19,69700.0,70000.0,69400.0,69500.0,67709.578125,13985012
2023-10-20,68900.0,69200.0,68100.0,68800.0,67027.625,15204495
2023-10-23,68700.0,69100.0,68200.0,68400.0,66637.921875,11625959
2023-10-24,68700.0,68800.0,67700.0,68500.0,66735.3515625,12791710
2023-10-25,68800.0,68800.0,67900.0,68000.0,66248.2265625,10610703
2023-10-26,67000.0,67900.0,66700.0,66700.0,64981.72265625,15517624
2023-10-27,67100.0,67300.0,66700.0,67300.0,65566.265625,11334726
2023-10-30,66800.0,67800.0,66700.0,67300.0,65566.265625,10139270
2023-10-31,67600.0,68300.0,66900.0,66900.0,65176.56640625,14488892
2023-11-01,67500.0,68900.0,67300.0,68600.0,66832.7734375,13775256
2023-11-02,70000.0,70000.0,69400.0,69700.0,67904.4375,16350031
2023-11-03,69700.0,70200.0,69500.0,69600.0,67807.0078125,10322234
2023-11-06,69800.0,70900.0,69300.0,70900.0,69073.53125,22228489
2023-11-07,70600.0,70900.0,70000.0,70900.0,69073.53125,17228731
2023-11-08,71300.0,71400.0,69700.0,69900.0,68099.28125,12901310
2023-11-09,69900.0,70800.0,69600.0,70300.0,68488.984375,12301373
2023-11-10,70000.0,70500.0,69500.0,70500.0,68683.8203125,9684347
2023-11-13,71300.0,71300.0,70300.0,70400.0,68586.3984375,9246919
2023-11-14,71000.0,71100.0,70600.0,70800.0,68976.1015625,9567984
2023-11-15,71600.0,72200.0,71500.0,72200.0,70340.0390625,20148677
2023-11-16,72500.0,73000.0,72300.0,72800.0,70924.578125,15860451
2023-11-17,72300.0,73000.0,72300.0,72500.0,70632.3046875,11494644
2023-11-20,72100.0,73000.0,72100.0,72700.0,70827.15625,10610157
2023-11-21,73100.0,73400.0,72700.0,72800.0,70924.578125,9712881
2023-11-22,72200.0,73000.0,71900.0,72800.0,70924.578125,11105143
2023-11-23,73000.0,73200.0,72200.0,72400.0,70534.875,6775614
2023-11-24,72400.0,72600.0,71700.0,71700.0,69852.90625,6676685
2023-11-27,71500.0,72100.0,71100.0,71300.0,69463.2265625,9113857
2023-11-28,71400.0,72700.0,71300.0,72700.0,70827.15625,13283081
2023-11-29,72400.0,72800.0,72200.0,72700.0,70827.15625,9283933
2023-11-30,72700.0,72800.0,72200.0,72800.0,70924.578125,15783714
2023-12-01,72400.0,72500.0,71700.0,72000.0,70145.1875,9871284
2023-12-04,72800.0,72900.0,72400.0,72600.0,70729.7265625,10229267
2023-12-05,72300.0,72400.0,71200.0,71200.0,69365.796875,12129682
2023-12-06,71800.0,72100.0,71600.0,71700.0,69852.90625,8123087
2023-12-07,71800.0,71900.0,71100.0,71500.0,69658.0625,8862017
2023-12-08,72100.0,72800.0,71900.0,72600.0,70729.7265625,10859463
2023-12-11,72800.0,73000.0,72200.0,73000.0,71119.4296875,9861960
2023-12-12,73300.0,73500.0,73100.0,73500.0,71606.53125,13758646
2023-12-13,73300.0,73500.0,72800.0,72800.0,70924.578125,13116766
2023-12-14,74100.0,74300.0,72500.0,73100.0,71216.8515625,27567593
2023-12-15,73800.0,74000.0,73200.0,73300.0,71411.6953125,15419815
2023-12-18,73300.0,73400.0,72800.0,72900.0,71022.0,9690551
2023-12-19,73000.0,73400.0,72800.0,73400.0,71509.125,8907632
2023-12-20,74200.0,74900.0,73800.0,74800.0,72873.0546875,16870156
2023-12-21,74600.0,75000.0,74300.0,75000.0,73067.8984375,13478766
2023-12-22,75800.0,76300.0,75400.0,75900.0,73944.71875,14515608
2023-12-26,76100.0,76700.0,75700.0,76600.0,74626.6796875,13164909
2023-12-27,76700.0,78000.0,76500.0,78000.0,76350.4453125,20651042
2023-12-28,77700.0,78500.0,77500.0,78500.0,76839.8671875,17797536
